Formulaire;Millésime;Zone;Type;Donnée;Répétable;Table/Format;Balise XML;Intitulé;Commentaire;Code NREF
2074IMP;20;CT;MOA;C516.5004.01;NON;;Valeur;Ligne 127 - En cas de cession de titres - Total des abattements de droit commun - Cessions de titres;;405BAC
2074IMP;20;CU;MOA;C516.5004.01;NON;;Valeur;Ligne 217 - En cas de complément de prix perçu - Total des abattements de droit commun - Complméents de pris;;405BAF
2074IMP;20;CV;MOA;C516.5004.01;NON;;Valeur;Ligne 304 - Total des abattements de droit commun pour durée de détention;;405BAI
2074IMP;20;CW;MOA;C516.5004.01;NON;;Valeur;Ligne 129 -Report des abattements "renforcés" - Cession de titres -;;405BAD
2074IMP;20;CX;MOA;C516.5004.01;NON;;Valeur;Ligne 219 -Report des abattements "renforcés" - Compléments de prix;;405BAG
2074IMP;20;CY;MOA;C516.5004.01;NON;;Valeur;Ligne 305 - Total des abattements "renforcés" pour durée de détention;;405BAJ
2074IMP;20;CZ;QTY;C186.6060.01;NON;;Valeur;Nombre de cessions de titres (8 maximum);;405BAL
2074IMP;20;DA;MOA;C516.5004.01;NON;;Valeur;Situation au 31/12/N - Moins-values reportables - N-9;;405GAA
2074IMP;20;DB;MOA;C516.5004.01;NON;;Valeur;Situation au 31/12/N - Moins-values reportables - N-8;;405GAB
2074IMP;20;DC;MOA;C516.5004.01;NON;;Valeur;Situation au 31/12/N - Moins-values reportables - N-7;;405GAC
2074IMP;20;DD;MOA;C516.5004.01;NON;;Valeur;Situation au 31/12/N - Moins-values reportables - N-6;;405GAD
2074IMP;20;DE;MOA;C516.5004.01;NON;;Valeur;Situation au 31/12/N - Moins-values reportables - N-5;;405GAE
2074IMP;20;DF;MOA;C516.5004.01;NON;;Valeur;Situation au 31/12/N - Moins-values reportables - N-4;;405GAF
2074IMP;20;DG;MOA;C516.5004.01;NON;;Valeur;Situation au 31/12/N - Moins-values reportables - N-3;;405GAG
2074IMP;20;DH;MOA;C516.5004.01;NON;;Valeur;Situation au 31/12/N - Moins-values reportables - N-2;;405GAH
2074IMP;20;DI;MOA;C516.5004.01;NON;;Valeur;Situation au 31/12/N - Moins-values reportables - N-1;;405GAI
2074IMP;20;DJ;MOA;C516.5004.01;NON;;Valeur;Situation au 31/12/N - Moins-values reportables - N;;405GAJ
2074IMP;20;DK;MOA;C516.5004.01;OUI;;Valeur;Cessions de titre réalisée en N - Valeur de cession unitaire des titres;;405BAM
2074IMP;20;DL;DTM;C507.2380.01;NON;102;Valeur;Date de prise de fonction en France;Format attendu : yyyyMMdd;405BAA
2074ABT;20;AA;NAD;C080.3036.01;NON;;Designation;Désignation de la société dont les titres sont cédés ou des intermédiaires financiers / personnes interposées ou de l'organisme distributeur - Dénomination;;335AAA
2074ABT;20;AA;NAD;C080.3036.02;NON;;DesignationSuite1;Désignation de la société dont les titres sont cédés ou des intermédiaires financiers / personnes interposées ou de l'organisme distributeur - Dénomination suite;;335AAB
2074ABT;20;AB;MOA;C516.5004.01;NON;;Valeur;Plus-value réalisée ou montant de la distribution;;335AAC
2074ABT;20;AC;QTY;C186.6060.01;NON;;Valeur;Nombre de titres cédés ou rachetés ou nombre de titres détenus en cas de distribution;;335AAD
2074ABT;20;AD;CCI;C889.7111.01;NON;P11;Valeur;Nature de l'abattement 1- Abattement de Droit commun , 2- Abatement Renforcé.;;335AAE
2074ABT;20;BA;QTY;C186.6060.01;NON;;Valeur;Droit commun - 8 ans et plus - Nombre de titres en fonction de la durée de détention;;335ABA
2074ABT;20;BB;QTY;C186.6060.01;NON;;Valeur;Droit commun - Au moins 2 ans et moins de 8 ans - Nombre de titres en fonction de la durée de détention;;335ACA
2074ABT;20;BC;QTY;C186.6060.01;NON;;Valeur;Droit commun - Moins de 2 ans - Nombre de titres en fonction de la durée de détention;;335ADA
2074ABT;20;BD;MOA;C516.5004.01;NON;;Valeur;Droit commun - 8 ans et plus - Plus-value par taux d'abattement applicable;;335ABB
2074ABT;20;BE;MOA;C516.5004.01;NON;;Valeur;Droit commun - Au moins 2 ans et moins de 8 ans - Plusvalue par taux d'abattement applicable;;335ACB
2074ABT;20;BF;MOA;C516.5004.01;NON;;Valeur;Droit commun - Moins de 2 ans - Plus-value par taux d'abattement applicable;;335ADB
2074ABT;20;BG;MOA;C516.5004.01;NON;;Valeur;Droit commun - 8 ans et plus - Montant de l'abattement pour la durée de détention;;335ABC
2074ABT;20;BH;MOA;C516.5004.01;NON;;Valeur;Droit commun - Au moins 2 ans et moins de 8 ans - Montant de l'abattement pour la durée de détention;;335ACC
2074ABT;20;BI;MOA;C516.5004.01;NON;;Valeur;Droit commun - Moins de 2 ans - Montant de l'abattement pour la durée de détention;;335ADC
2074ABT;20;BJ;MOA;C516.5004.01;NON;;Valeur;Droit commun - Montant total de l'abattement pour durée de détention = [2074ABT,BG] + [2074ABT,BH] + [2074ABT,BI];;335ATA
2074ABT;20;CA;QTY;C186.6060.01;NON;;Valeur;Renforcé - 8 ans et plus - Nombre de titres en fonction de la durée de détention;;335ABD
2074ABT;20;CB;QTY;C186.6060.01;NON;;Valeur;Renforcé - Au moins 4 ans et moins de 8 ans - Nombre de titres en fonction de la durée de détention;;335ACD
2074ABT;20;CC;QTY;C186.6060.01;NON;;Valeur;Renforcé - Au moins 1 an et moins de 4 ans - Nombre de titres en fonction de la durée de détention;;335ADD
2074ABT;20;CD;QTY;C186.6060.01;NON;;Valeur;Renforcé - Moins d'un an - Nombre de titres en fonction de la durée de détention;;335AED
2074ABT;20;CE;MOA;C516.5004.01;NON;;Valeur;Renforcé - 8 ans et plus - Répartition de la plus-value par taux d'abattement;;335ABE
2074ABT;20;CF;MOA;C516.5004.01;NON;;Valeur;Renforcé - Au moins 4 ans et moins de 8 ans - Plus ou moins-value par taux d'abattement;;335ACE
2074ABT;20;CG;MOA;C516.5004.01;NON;;Valeur;Renforcé - Au moins 1 an et moins de 4 ans - Plus ou moins-value par taux d'abattement;;335ADE
2074ABT;20;CH;MOA;C516.5004.01;NON;;Valeur;Renforcé - Moins d'un an - Plus ou moins-value par taux d'abattement;;335AEE
2074ABT;20;CI;MOA;C516.5004.01;NON;;Valeur;Renforcé - 8 ans et plus - Abattement par durée de détention;;335ABF
2074ABT;20;CJ;MOA;C516.5004.01;NON;;Valeur;Renforcé - Au moins 4 ans et moins de 8 ans - Abattement par durée de détention;;335ACF
2074ABT;20;CK;MOA;C516.5004.01;NON;;Valeur;Renforcé - Au moins 1 an et moins de 4 ans - Abattement par durée de détention;;335ADF
2074ABT;20;CL;MOA;C516.5004.01;NON;;Valeur;Renforcé - Moins d'un an - Abattement par durée de détention;;335AEF
2074ABT;20;CM;MOA;C516.5004.01;NON;;Valeur;Renforcé - Montant total de l'abattement = [2074ABT,335ABF-CI/MOA] + [2074ABT,335ACF-CJ/MOA] + [2074ABT,335ADF-CK/MOA] + [2074ABT,335AEF-CL/MOA];;335ATC
2074I;20;AA;NAD;C080.3036.01;OUI;;Designation;Art. 150-0 B Ter - Désignation des valeurs mobilières, titres ou droits apportés - Dénomination;;345AAA
2074I;20;AA;NAD;C080.3036.02;OUI;;DesignationSuite1;Art. 150-0 B Ter - Désignation des valeurs mobilières, titres ou droits apportés - Dénomination - suite;;345AAB
2074I;20;AB;NAD;C080.3036.01;OUI;;Designation;Art. 150-0 B Ter - Désignation de la société à l'IS bénéficiaire de l'apport - Dénomination;;345AAC
2074I;20;AB;NAD;C080.3036.02;OUI;;DesignationSuite1;Art. 150-0 B Ter - Désignation de la société à l'IS bénéficiaire de l'apport - Dénomination - suite;;345AAD
2074I;20;AC;DTM;C507.2380.01;OUI;102;Valeur;Art. 150-0 B Ter - Date de l'apport;Format attendu : yyyyMMdd;345AAE
2074I;20;AD;QTY;C186.6060.01;OUI;;Valeur;Art. 150-0 B Ter - Nombre de titres apportés;;345AAF
2074I;20;AE;MOA;C516.5004.01;OUI;;Valeur;Art. 150-0 B Ter - Valeur globale des titres apportés;;345AAG
2074I;20;AF;MOA;C516.5004.01;OUI;;Valeur;Art. 150-0 B Ter - Frais liés à l'apport;;345AAH
2074I;20;AG;MOA;C516.5004.01;OUI;;Valeur;Art. 150-0 B Ter - Montant net = valeur globale des titres apportés - frais liés à l'apport = [345AAG-AE/MOA] - [345AAH-AF/MOA];;345AAI
2074I;20;AH;MOA;C516.5004.01;OUI;;Valeur;Art. 150-0 B Ter - Prix / valeur globale d'acquisition;;345AAJ
2074I;20;AI;MOA;C516.5004.01;OUI;;Valeur;Art. 150-0 B Ter - Frais d'acquisition;;345AAK
2074I;20;AJ;MOA;C516.5004.01;OUI;;Valeur;Art. 150-0 B Ter - Prix de revient = prix / valeur globale d'acquisition + frais d'acquisition = [345AAJ-AH/MOA] + [345AAK-AI/MOA];;345AAL
2074I;20;AK;MOA;C516.5004.01;OUI;;Valeur;Art. 150-0 B Ter - Plus-values montant net - prix de revient;;345AAM
2074I;20;AO;MOA;C516.5004.01;OUI;;Valeur;Art. 150-0 B Ter - En cas de nouvel apport de titres reçus en contrepartie d'un apport soumis au report d'imposition de l'art. 150-0 B ter du CGI Plus-values en report attachées aux titres apportés;;345AAQ
2074I;20;AS;MOA;C516.5004.01;OUI;;Valeur;Art. 150-0 B Ter - Si soulte reçue lors de l'apport - Montant de la soulte;;345AAS
2074I;20;AT;MOA;C516.5004.01;OUI;;Valeur;CAS B1: la ligne 313 est inférieure ou égale à la ligne 315 [2074I, 345AAM-AK/MOA] =< [2074I, 345AAS-AT/MOA] Plus-value imposable = report ligne 313 = [2074I, 345AAM-AK/MOA];;345AAT
2074I;20;AU;MOA;C516.5004.01;OUI;;Valeur;Art. 150-0 B Ter - Plus-value en report = lignes 313-315 = [2074I, 345AAM-AK/MOA] - [2074I, 345AAS-AS/MOA];;345AAU
2074I;20;AV;MOA;C516.5004.01;OUI;;Valeur;CAS B2: la ligne 313 est supérieure à la ligne 315 [2074I, 345AAM-AK/MOA] > [2074I, 345AAS-AT/MOA] Plus-value imposable = report ligne 315 = [2074I, 345AAS-AK/MOA];;345AAV
2074I;20;BC;NAD;C080.3036.01;OUI;;Designation;Art. 150-0 D Bis - Désignation de la société dont les titres sont le support du complément  - Dénomination;;345ABF
2074I;20;BC;NAD;C080.3036.02;OUI;;DesignationSuite1;Art. 150-0 D Bis - Désignation de la société dont les titres sont le support du complément  - Dénomination suite;;345ABG
2074I;20;BD;DTM;C507.2380.01;OUI;102;Valeur;Art. 150-0 D Bis - Date de cession des titres à l'origine du complément de prix;Format attendu : yyyyMMdd;345ABH
2074I;20;BE;DTM;C507.2380.01;OUI;102;Valeur;Art. 150-0 D Bis - Date de perception du complément de prix;Format attendu : yyyyMMdd;345ABI
2074I;20;BF;MOA;C516.5004.01;OUI;;Valeur;Art. 150-0 D Bis - Montant du complément de prix perçu;;345ABJ
2074I;20;BL;NAD;0000.3164.01;OUI;;AdresseVille;Gains - Adresse de la société dont l'activité est le support de la clause de complément de prix - Ville;;345ABV
2074I;20;BL;NAD;0000.3251.01;OUI;;AdresseCodePostal;Gains - Adresse de la société dont l'activité est le support de la clause de complément de prix - Code postal;5 alphanumérique fixe;345ABU
2074I;20;BL;NAD;C059.3042.01;OUI;;AdresseNumero, AdresseRepetabilite, AdresseVoie;Gains - Adresse de la société dont l'activité est le support de la clause de complément de prix - N°, [0..9/A..Z] Voie;35 alphanumérique dont position 1 à 4 : numérique  position 5 : [0..9/A..Z];345ABR
2074I;20;BL;NAD;C059.3042.02;OUI;;AdresseComplement;Gains - Adresse de la société dont l'activité est le support de la clause de complément de prix - Complément;;345ABS
2074I;20;BL;NAD;C059.3042.03;OUI;;AdresseHameau;Gains - Adresse de la société dont l'activité est le support de la clause de complément de prix - Lieu dit, Hameau;;345ABT
2074I;20;BL;NAD;C080.3036.01;OUI;;Designation;Gains - Dénomination de la société dont l'activité est le support de la clause de complément de prix - Dénomination;;345ABP
2074I;20;BL;NAD;C080.3036.02;OUI;;DesignationSuite1;Gains - Dénomination de la société dont l'activité est le support de la clause de complément de prix - Dénomination suite;;345ABQ
2074I;20;BM;NAD;0000.3164.01;OUI;;AdresseVille;Gains - En cas de gain d'apport, adresse de la société bénéficiaire de l'apport de la créance - Ville;;345ACC
2074I;20;BM;NAD;0000.3251.01;OUI;;AdresseCodePostal;Gains - En cas de gain d'apport, adresse de la société bénéficiaire de l'apport de la créance - Code postal;5 alphanumérique fixe;345ACB
2074I;20;BM;NAD;C059.3042.01;OUI;;AdresseNumero, AdresseRepetabilite, AdresseVoie;Gains - En cas de gain d'apport, adresse de la société bénéficiaire de l'apport de la créance - N°, [0..9/A..Z] Voie;35 alphanumérique dont position 1 à 4 : numérique  position 5 : [0..9/A..Z];345ABY
2074I;20;BM;NAD;C059.3042.02;OUI;;AdresseComplement;Gains - En cas de gain d'apport, adresse de la société bénéficiaire de l'apport de la créance - Complément;;345ABZ
2074I;20;BM;NAD;C059.3042.03;OUI;;AdresseHameau;Gains - En cas de gain d'apport, adresse de la société bénéficiaire de l'apport de la créance - Lieu dit, Hameau;;345ACA
2074I;20;BM;NAD;C080.3036.01;OUI;;Designation;Gains - En cas de gain d'apport, dénomination de la société bénéficiaire de l'apport de la créance - Dénomination;;345ABW
2074I;20;BM;NAD;C080.3036.02;OUI;;DesignationSuite1;Gains - En cas de gain d'apport, dénomination de la société bénéficiaire de l'apport de la créance - Dénomination suite;;345ABX
2074I;20;BO;DTM;C507.2380.01;OUI;102;Valeur;Gains - Date de l'apport;Format attendu : yyyyMMdd;345ACE
2074I;20;BP;RFF;C506.1154.01;OUI;;Valeur;Gains - Fonctions exercées dans la société support de la clause;;345ACF
2074I;20;BQ;MOA;C516.5004.01;OUI;;Valeur;Gains - Prix de cession;;345ACG
2074I;20;BR;MOA;C516.5004.01;OUI;;Valeur;Gains - Prix ou valeur d'acquisition;;345ACH
2074I;20;BS;MOA;C516.5004.01;OUI;;Valeur;Gains - Montant du gain de cession ou d'apport = prix de cession - prix ou valeur d'acquisition = [345ACG-BQ/MOA] - [345ACH-BR/MOA];;345ACI
2074I;20;BT;CCI;C889.7111.01;OUI;TBX;Valeur;Gains - Titres pour lesquels vous demandez le report de vos gains d'apport - case à cocher;;345ACJ
2074I;20;BV;NAD;C080.3036.01;OUI;;Designation;Exonération - Désignation de la société qui a bénéficié du réinvestissement - Dénomination;;345ACL
2074I;20;BV;NAD;C080.3036.02;OUI;;DesignationSuite1;Exonération - Désignation de la société qui a bénéficié du réinvestissement - Dénomination suite;;345ACM
2074I;20;BW;DTM;C507.2380.01;OUI;102;Valeur;Exonération - Date de l'opération de réinvestissement;Format attendu : yyyyMMdd;345ACN
2074I;20;BX;MOA;C516.5004.01;OUI;;Valeur;Exonération - Montant de la plus-value exonérée;;345ACO
2074I;20;BY;MOA;C516.5004.01;OUI;;Valeur;Art. 150-0 B Ter - Prix ou valeur unitaire d'acquisition;;345AAR
2074I;20;BZ;MOA;C516.5004.01;OUI;;Valeur;Gains - Montant du gain de cession ou d'apport = prix de cession - prix ou valeur d'acquisition = [345ACG-BQ/MOA] - [345ACH-BR/MOA];;345ACP
2074I;20;CA;QTY;C186.6060.01;OUI;;Valeur;Art. 150-0 B Ter - Nombre de titres reçus;;345BAA
2074I;20;CB;DTM;C507.2380.01;OUI;102;Valeur;Art. 150-0 B Ter - En cas de nouvel apport de titres reçus en contrepartie d'un apport soumis au report d'imposition de l'art. 150-0 B ter du CGI - Rappel de la date d'apport initial;Format attendu : yyyyMMdd;345BAB
2074I;20;CD;NAD;C080.3036.01;OUI;;Designation;Art. 150-0 B Ter - Acquisition par donation de titres grevés d'un report d'imposition - Identité du donateur - Dénomination;;345BAD
2074I;20;CD;NAD;C080.3036.02;OUI;;DesignationSuite1;Art. 150-0 B Ter - Acquisition par donation de titres grevés d'un report d'imposition - Identité du donateur - Dénomination suite;;345BAE
2074I;20;CE;NAD;C080.3036.01;OUI;;Designation;Art. 150-0 B Ter - Acquisition par donation de titres grevés d'un report d'imposition - Désignation de la société dont les titres sont acquis par donation - Dénomination;;345BAF
2074I;20;CE;NAD;C080.3036.02;OUI;;DesignationSuite1;Art. 150-0 B Ter - Acquisition par donation de titres grevés d'un report d'imposition -  Désignation de la société dont les titres sont acquis par donation - Dénomination suite;;345BAG
2074I;20;CF;DTM;C507.2380.01;OUI;102;Valeur;Art. 150-0 B Ter - Acquisition par donation de titres grevés d'un report d'imposition - Date de la transmission par donation;Format attendu : yyyyMMdd;345BAH
2074I;20;CG;QTY;C186.6060.01;OUI;;Valeur;Art. 150-0 B Ter - Acquisition par donation de titres grevés d'un report d'imposition -  Nombre de titres acquis par donation;;345BAI
2074I;20;CH;MOA;C516.5004.01;OUI;;Valeur;Art. 150-0 B Ter - Acquisition par donation de titres grevés d'un report d'imposition -  Plus-value en report d'imposition correspondante aux titres acquis;;345BAJ
2074I;20;CJ;MOA;C516.5004.01;OUI;;Valeur;Art. 150-0 B Ter - Acquisition par donation de titres grevés d'un report d'imposition - Frais afférents à l'acquisition à titre gratuit;;345BAL
2074I;20;CK;MOA;C516.5004.01;OUI;;Valeur;Art. 150-0 B Ter - Acquisition par donation de titres grevés d'un report d'imposition - Plus-value en report d'imposition transférée : ligne 334-335 = [2074I, 345BAJ-CH/MOA] - [2074I, 345BAL-CJ/MOA];;345BAM
2074I;20;CL;MOA;C516.5004.01;OUI;;Valeur;Report d'imposition des plus-values d'apport à une société à l'IS contrôlée par l'apporteur (art. 150-, B ter du CGI) - Abattement pour durée de détention de droit commun;;345AAN
2074I;20;CM;MOA;C516.5004.01;OUI;;Valeur;Report d'imposition des plus-values d'apport à une société à l'IS contrôlée par l'apporteur (art. 150-, B ter du CGI) - Abattement pour durée de détention renforcé;;345AAO
2074I;20;CN;MOA;C516.5004.01;OUI;;Valeur;Plus-value après abattement : lignes (313-322-323) ou ligne (320-322-323) = [2074I, 345AAM-AK/MOA] - [2074I, 345AAN-CL/MOA] - [2074I, 345AAO-CN/MOA] ou [2074I, 345AAU-AK/MOA] - [2074I, 345AAN-CL/MOA] - [2074I, 345AAO-CN/MOA];;345AAP
2074I;20;EA;MOA;C516.5004.01;OUI;;Valeur;Gains - Si demande de report des gains et si soulte reçue lors de l'apport : détermination du gain imposable immédiatement - Montant de la soulte reçue lors de l'apport;;345BAN
2074I;20;EB;MOA;C516.5004.01;OUI;;Valeur;Cas n°1: la ligne 412 est supérieure à la ligne 413 soit [2074I, 345ACP-BZ/MOA] > [2074I, 345BAN-EA/MOA] Gain imposable = report de la ligne 413 = [2074I, 345BAN-EA/MOA] Total des gains imposables à reporter ligne 909 A reporter [2074RECA, 475ADV, AV-MOA];;345BAO
2074I;20;EC;MOA;C516.5004.01;OUI;;Valeur;Gains d'apport reportés (cas n°1 uniquement) : ligne 412 - ligne 413 = [2074I, 345ACP-BZ/MOA] - [2074I, 345BAN-EA/MOA];;345BAP
2074I;20;EG;MOA;C516.5004.01;OUI;;Valeur;Cas n°2: la ligne 412 est inférieure ou égale à la ligne 413 soit [2074I, 345ACP-BZ/MOA] =< [2074I, 345BAN-EA/MOA] Gain imposable = report de la ligne 412 = [2074I, 345ACK-BU/MOA] Total des gains imposables à reporter ligne 909 A reporter [2074RECA, 475ADV, AV-MOA];;345BAQ
2074I;20;EH;MOA;C516.5004.01;OUI;;Valeur;B - Si absence de soulte reçue lors de l'apport : report de la ligne 412 = [2074I, 345ACP-BZ/MOA];;345BAR
2074I;20;EI;MOA;C516.5004.01;OUI;;Valeur;Gains taxables de l'année (montants ligne 409 et si ligne 410 non cochée = [2074I, 345ACI-BS/MOA] si [2074I,345ACJ-BT/CCI] non cochée = [2074I, 345ACI-BS/MOA];;345BAT
2074IEXPIR;20;AA;NAD;C080.3036.01;OUI;;Designation;Art. 150-0 D Bis - Rappel de la désignation de la société dont le produit de cession des titres a permis le réinvestissement - Dénomination;;345BAA
2074IEXPIR;20;AA;NAD;C080.3036.02;OUI;;DesignationSuite1;Art. 150-0 D Bis - Rappel de la désignation de la société dont le produit de cession des titres a permis le réinvestissement - Dénomination suite;;345BAB
2074IEXPIR;20;AB;NAD;C080.3036.01;OUI;;Designation;Art. 150-0 D Bis - Désignation de la société ayant bénéficié du réinvestissement et dont les titres font l'objet d'un événement - Dénomination;;345BAC
2074IEXPIR;20;AB;NAD;C080.3036.02;OUI;;DesignationSuite1;Art. 150-0 D Bis - Désignation de la société ayant bénéficié du réinvestissement et dont les titres font l'objet d'un événement - Dénomination suite;;345BAD
2074IEXPIR;20;AC;NAD;C080.3036.01;OUI;;Designation;Art. 150-0 D Bis - Désignation de la société dont les titres ont été reçus lors de l'échange si vous demandez la prorogation du report d'imposition suite à cet échange - Dénomination;;345BAE
2074IEXPIR;20;AC;NAD;C080.3036.02;OUI;;DesignationSuite1;Art. 150-0 D Bis - Désignation de la société dont les titres ont été reçus lors de l'échange si vous demandez la prorogation du report d'imposition suite à cet échange - Dénomination suite;;345BAF
2074IEXPIR;20;AD;DTM;C507.2380.01;OUI;102;Valeur;Art. 150-0 D Bis - Date de l'opération de réinvestissement;Format attendu : yyyyMMdd;345BAG
2074IEXPIR;20;AE;QTY;C186.6060.01;OUI;;Valeur;Art. 150-0 D Bis - Nombre total de titres reçus en contrepartie du/des réinvestissement(s);;345BAH
2074IEXPIR;20;AF;DTM;C507.2380.01;OUI;102;Valeur;Art. 150-0 D Bis - Date de l'événement entraînant l'expiration du report d'imposition;Format attendu : yyyyMMdd;345BAI
2074IEXPIR;20;AG;RFF;C506.1154.01;OUI;;Valeur;Art. 150-0 D Bis - Nature de l'événement entraînant l'expiration du report d'imposition;;345BAJ
2074IEXPIR;20;AH;MOA;C516.5004.01;OUI;;Valeur;Art. 150-0 D Bis - Montant de la plus-value brute en report avant l'événement;;345BAK
2074IEXPIR;20;AI;QTY;C186.6060.01;OUI;;Valeur;Art. 150-0 D Bis - Nombre de titres concernés par l'événement;;345BAL
2074IEXPIR;20;AJ;QTY;C186.6060.01;OUI;;Valeur;Art. 150-0 D Bis - Nombre de titres détenus avant l'événement;;345BAM
2074IEXPIR;20;AK;MOA;C516.5004.01;OUI;;Valeur;Art. 150-0 D Bis - Montant de la plus-value concernée par l'événement = [2074IEXPIR, 345BAK-AH/MOA] x [2074IEXPIR, 345BAL-AI/MOA] / [2074IEXPIR, 345BAM-AJ-MOA];;345BAN
2074IEXPIR;20;AL;CCI;C889.7111.01;OUI;TBX;Valeur;En cas d'échange, cochez la case si vous demandez expressément la prorogation du report d'imposition de cette plus-value - Case à cocher;;345BAO
2074IEXPIR;20;AM;MOA;C516.5004.01;OUI;;Valeur;Plus-value restant en report : (ligne 508 - ligne 513 ou montants de la ligne 508 si ligne 512 cochée = [2074IEXPIR, 345BAK-AH/MOA] - [2074IEXPIR, 345BCL-BX/MOA] ou = [2074IEXPIR, 345BAK-AH/MOA] si [2074IEXPIR, 345BAO-AL/CCI] cochée.;;345BAP
2074IEXPIR;20;AN;NAD;0000.3164.01;OUI;;AdresseVille;PV Calcul par PI - Adresse de la personne interposée - Ville;;345BAW
2074IEXPIR;20;AN;NAD;0000.3251.01;OUI;;AdresseCodePostal;PV Calcul par PI - Adresse de la personne interposée - Code postal;5 alphanumérique fixe;345BAV
2074IEXPIR;20;AN;NAD;C059.3042.01;OUI;;AdresseNumero, AdresseRepetabilite, AdresseVoie;PV Calcul par PI - Adresse de la personne interposée - N°, [0..9/A..Z] Voie;35 alphanumérique dont position 1 à 4 : numérique  position 5 : [0..9/A..Z];345BAS
2074IEXPIR;20;AN;NAD;C059.3042.02;OUI;;AdresseComplement;PV Calcul par PI - Adresse de la personne interposée - Complément;;345BAT
2074IEXPIR;20;AN;NAD;C059.3042.03;OUI;;AdresseHameau;PV Calcul par PI - Adresse de la personne interposée - Lieu dit, Hameau;;345BAU
2074IEXPIR;20;AN;NAD;C080.3036.01;OUI;;Designation;PV Calcul par PI - Nom de la personne interposée - Nom ou Dénomination;;345BAQ
2074IEXPIR;20;AN;NAD;C080.3036.02;OUI;;DesignationSuite1;PV Calcul par PI - Nom de la personne interposée - Prénom ou Dénomination suite;;345BAR
2074IEXPIR;20;AO;MOA;C516.5004.01;OUI;;Valeur;PV Calcul par PI - Plus-value calculée;;345BAX
2074IEXPIR;20;AP;NAD;C080.3036.01;OUI;;Designation;Réinvest. Soc. Cotée - Désignation de la société bénéficiaire du réinvestissement dont les titres font l'objet d'un événement - Dénomination;;345BAY
2074IEXPIR;20;AP;NAD;C080.3036.02;OUI;;DesignationSuite1;Réinvest. Soc. Cotée - Désignation de la société bénéficiaire du réinvestissement dont les titres font l'objet d'un événement - Dénomination suite;;345BAZ
2074IEXPIR;20;AQ;NAD;C080.3036.01;OUI;;Designation;Réinvest. Soc. Cotée - Désignation de la société bénéficiaire du réinvestissement lorsque la prorogation du report d'imposition est demandée - Dénomination;;345BBA
2074IEXPIR;20;AQ;NAD;C080.3036.02;OUI;;DesignationSuite1;Réinvest. Soc. Cotée - Désignation de la société bénéficiaire du réinvestissement lorsque la prorogation du report d'imposition est demandée - Dénomination suite;;345BBB
2074IEXPIR;20;AR;DTM;C507.2380.01;OUI;102;Valeur;Réinvest. Soc. Cotée - Date de la cession ayant donné lieu au report;Format attendu : yyyyMMdd;345BBC
2074IEXPIR;20;AS;DTM;C507.2380.01;OUI;102;Valeur;Réinvest. Soc. Cotée - Date de l'opération entraînant l'expiration du report d'imposition ou sa prorogation;Format attendu : yyyyMMdd;345BBD
2074IEXPIR;20;AT;MOA;C516.5004.01;OUI;;Valeur;Réinvest. Soc. Cotée - Montant de la plus-value en report avant l'opération;;345BBE
2074IEXPIR;20;AU;QTY;C186.6060.01;OUI;;Valeur;Réinvest. Soc. Cotée - Nombre de titres détenus avant l'opération;;345BBF
2074IEXPIR;20;AV;QTY;C186.6060.01;OUI;;Valeur;Réinvest. Soc. Cotée - Nombre de titres concernés par l'opération;;345BBG
2074IEXPIR;20;AW;MOA;C516.5004.01;OUI;;Valeur;Réinvest. Soc. Cotée - Montant de la plus-value antérieure dont la prorogation du report d'imposition est demandée (si nouveau réinvestissement);;345BBH
2074IEXPIR;20;AX;MOA;C516.5004.01;OUI;;Valeur;Réinvest. Soc. Cotée - Montant de la plus-value en report immédiatement imposable;;345BBI
2074IEXPIR;20;AY;NAD;C080.3036.01;OUI;;Designation;Echange - Désignation de la société ou du FCP dont les titres ont été échangés - Dénomination;;345BBJ
2074IEXPIR;20;AY;NAD;C080.3036.02;OUI;;DesignationSuite1;Echange - Désignation de la société ou du FCP dont les titres ont été échangés - Dénomination suite;;345BBK
2074IEXPIR;20;AZ;NAD;C080.3036.01;OUI;;Designation;Echange - Désignation de la société ou de la SICAV dont les titres ont été reçus lors de l'échange - Dénomination;;345BBL
2074IEXPIR;20;AZ;NAD;C080.3036.02;OUI;;DesignationSuite1;Echange - Désignation de la société ou de la SICAV dont les titres ont été reçus lors de l'échange - Dénomination suite;;345BBM
2074IEXPIR;20;BA;DTM;C507.2380.01;OUI;102;Valeur;Echange - Date de l'échange initial;Format attendu : yyyyMMdd;345BBN
2074IEXPIR;20;BB;RFF;C506.1154.01;OUI;;Valeur;Echange - Nature de l'opération initiale;;345BBO
2074IEXPIR;20;BC;DTM;C507.2380.01;OUI;102;Valeur;Echange - Date de l'opération mettant fin au report;Format attendu : yyyyMMdd;345BBP
2074IEXPIR;20;BD;MOA;C516.5004.01;OUI;;Valeur;Echange - Montant de la plus-value en report avant l'opération;;345BBQ
2074IEXPIR;20;BE;QTY;C186.6060.01;OUI;;Valeur;Echange - Nombre de titres reçus lors de l'échange détenus avant l'opération;;345BBR
2074IEXPIR;20;BF;QTY;C186.6060.01;OUI;;Valeur;Echange - Nombre de titres reçus lors de l'échange cédés;;345BBS
